CustomerID,Age,Gender,Location,SubscriptionDurationMonths,MonthlyCharges,ContractType,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,TotalCharges,Churn
CUST-0240,50,Male,Chicago,35,78.85,Month-to-month,Credit card (automatic),Yes,No,Yes,Yes,2749.56,1
CUST-0241,70,Female,Los Angeles,37,75.37,One year,Credit card (automatic),No,No,Yes,No internet service,2842.24,0
CUST-0242,45,Male,Los Angeles,35,43.59,One year,Bank transfer (automatic),Yes,No,No internet service,No internet service,1569.6,0
CUST-0243,46,Male,Los Angeles,11,66.2,Month-to-month,Mailed check,No,Yes,No internet service,No,795.45,0
CUST-0244,39,Female,Los Angeles,33,103.85,Two year,Bank transfer (automatic),No,No,Yes,No,3498.95,1
CUST-0245,73,Female,Los Angeles,29,67.58,One year,Electronic check,No,No internet service,Yes,No,1942.72,0
CUST-0246,22,Male,Phoenix,54,60.52,One year,Credit card (automatic),No,No,Yes,Yes,3309.83,0
CUST-0247,38,Male,Los Angeles,17,37.49,Month-to-month,Mailed check,No,No internet service,Yes,No,634.81,0
CUST-0248,58,Female,New York,12,89.76,Two year,Bank transfer (automatic),Yes,No,No,Yes,1090.49,0
CUST-0249,40,Male,New York,29,51.01,One year,Credit card (automatic),No,No,Yes,No internet service,1510.2,0
CUST-0250,54,Female,Phoenix,25,48.55,Month-to-month,Credit card (automatic),No,No internet service,No internet service,Yes,1284.37,0
CUST-0251,19,Female,Los Angeles,43,88.29,One year,Credit card (automatic),Yes,No internet service,No,No,3784.85,0
CUST-0252,61,Male,Phoenix,34,89.3,One year,Bank transfer (automatic),Yes,Yes,No,Yes,3057.12,0
CUST-0253,51,Female,Phoenix,72,56.68,Month-to-month,Mailed check,No internet service,No,No,No internet service,4178.18,0
CUST-0254,20,Male,New York,27,27.04,Month-to-month,Electronic check,No,No,No,No,839.83,0
CUST-0255,63,Female,Houston,48,119.83,Month-to-month,Credit card (automatic),No,No internet service,No internet service,Yes,5752.18,0
CUST-0256,67,Male,Los Angeles,22,42.33,One year,Credit card (automatic),No,No,No internet service,No internet service,931.18,0
CUST-0257,28,Female,New York,47,27.31,One year,Mailed check,No internet service,Yes,No,No,1240.65,0
CUST-0258,44,Female,Houston,54,38.97,Month-to-month,Mailed check,No internet service,No,No,Yes,2099.99,0
CUST-0259,44,Male,Houston,25,35.65,One year,Mailed check,No internet service,No,No internet service,No internet service,974.63,0
CUST-0260,74,Female,Houston,41,83.61,Month-to-month,Bank transfer (automatic),Yes,Yes,No internet service,No,3418.81,1
CUST-0261,67,Female,Los Angeles,9,27.67,Month-to-month,Credit card (automatic),No,No,Yes,Yes,206.39,0
CUST-0262,75,Female,Phoenix,41,30.34,Two year,Electronic check,No internet service,No,Yes,No,1239.41,0
CUST-0263,26,Male,Los Angeles,21,112.03,One year,Bank transfer (automatic),Yes,Yes,No internet service,Yes,2353.95,1
CUST-0264,66,Female,New York,34,118.62,Month-to-month,Mailed check,No internet service,No,No,Yes,4002.12,0
CUST-0265,73,Male,Houston,54,71.25,Two year,Mailed check,No,Yes,No,No internet service,3852.05,0
CUST-0266,28,Female,Los Angeles,7,70.75,Two year,Credit card (automatic),Yes,Yes,No internet service,No,590.06,0
CUST-0267,28,Male,New York,60,48.62,Month-to-month,Credit card (automatic),No,Yes,No,No internet service,2884.48,0
CUST-0268,73,Female,Los Angeles,36,22.4,One year,Credit card (automatic),No,No,No,No,808.19,0
CUST-0269,26,Female,Chicago,57,39.5,Month-to-month,Electronic check,No,No internet service,Yes,Yes,2268.03,0
CUST-0270,37,Female,Los Angeles,67,89.04,Month-to-month,Electronic check,No internet service,No,Yes,No,5962.11,0
CUST-0271,44,Male,New York,12,62.23,Two year,Electronic check,No,No,No internet service,No,752.74,0
CUST-0272,74,Female,New York,30,23.03,One year,Bank transfer (automatic),No,No,No internet service,No internet service,694.77,0
CUST-0273,52,Male,Houston,22,102.88,Month-to-month,Electronic check,No,No,Yes,No,2260.62,0
CUST-0274,45,Male,Phoenix,9,36.46,Month-to-month,Mailed check,Yes,No internet service,Yes,Yes,273.04,0
CUST-0275,31,Female,Phoenix,72,40.82,Month-to-month,Credit card (automatic),No internet service,Yes,No,No,2884.84,0
CUST-0276,26,Female,Chicago,71,42.04,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,2960.03,0
CUST-0277,77,Male,Chicago,3,39.7,Month-to-month,Credit card (automatic),No,Yes,No internet service,No,65.16,0
CUST-0278,58,Male,Chicago,55,88.88,Month-to-month,Electronic check,Yes,No,Yes,Yes,4892.47,0
CUST-0279,54,Female,Houston,19,119.79,Month-to-month,Credit card (automatic),No internet service,No,Yes,No,2236.38,0
CUST-0280,26,Female,New York,19,94.11,Two year,Electronic check,Yes,No internet service,No internet service,No,1845.07,1
CUST-0281,31,Male,Houston,45,73.39,Month-to-month,Bank transfer (automatic),No internet service,Yes,Yes,Yes,3247.26,0
CUST-0282,46,Male,Phoenix,7,87.57,Two year,Credit card (automatic),No,Yes,No internet service,No internet service,582.91,1
CUST-0283,54,Male,New York,23,101.01,One year,Bank transfer (automatic),No,No internet service,No,No,2363.91,1
CUST-0284,23,Male,Chicago,45,79.83,Two year,Bank transfer (automatic),No,No internet service,No internet service,No,3634.11,0
CUST-0285,46,Male,Phoenix,10,31.42,Month-to-month,Bank transfer (automatic),No internet service,No,Yes,No internet service,361.17,1
CUST-0286,45,Male,Chicago,68,86.15,Month-to-month,Credit card (automatic),Yes,Yes,No internet service,No,5919.75,1
CUST-0287,21,Female,Houston,30,91.04,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No,2728.84,0
CUST-0288,78,Male,Chicago,46,55.55,Month-to-month,Electronic check,No,No internet service,Yes,Yes,2585.79,0
CUST-0289,78,Female,Chicago,42,70.78,Two year,Credit card (automatic),No internet service,No,No,Yes,2953.43,0
CUST-0290,51,Female,Los Angeles,12,32.27,One year,Credit card (automatic),No internet service,No,No internet service,No,443.72,0
CUST-0291,18,Female,Houston,51,66.42,Two year,Mailed check,No,No,No,Yes,3382.27,0
CUST-0292,46,Female,Chicago,64,40.11,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No internet service,2656.04,0
CUST-0293,38,Male,Phoenix,29,54.38,One year,Bank transfer (automatic),No internet service,No,Yes,No internet service,1575.29,0
CUST-0294,25,Male,New York,18,58.65,Month-to-month,Electronic check,No,No,No internet service,Yes,1099.92,1
CUST-0295,51,Female,Los Angeles,70,115.13,Two year,Electronic check,No,No,Yes,No,8046.06,0
CUST-0296,67,Female,New York,32,89.02,Month-to-month,Mailed check,Yes,No,No,No internet service,2869.0,1
CUST-0297,52,Female,Houston,14,39.18,One year,Credit card (automatic),No,No internet service,No,No,569.32,0
CUST-0298,71,Female,Phoenix,20,79.46,Two year,Electronic check,No,No,No internet service,Yes,1691.32,0
CUST-0299,62,Female,Los Angeles,19,100.68,Month-to-month,Credit card (automatic),No internet service,Yes,Yes,Yes,1954.58,0
CUST-0300,79,Female,Houston,8,74.86,Month-to-month,Bank transfer (automatic),Yes,No,No,No internet service,584.3,0
CUST-0301,23,Male,New York,60,106.64,Month-to-month,Bank transfer (automatic),No,No internet service,No,No,6381.55,0
CUST-0302,72,Female,Houston,23,98.26,One year,Electronic check,No internet service,Yes,No,No,2224.24,0
CUST-0303,53,Female,Phoenix,60,88.02,Month-to-month,Credit card (automatic),No internet service,No internet service,Yes,Yes,5271.59,0
CUST-0304,32,Female,Chicago,15,95.46,Month-to-month,Mailed check,No internet service,Yes,No,Yes,1380.32,0
CUST-0305,20,Female,Phoenix,25,102.31,Month-to-month,Electronic check,No,No,Yes,No internet service,2504.44,0
CUST-0306,53,Male,Phoenix,62,24.54,Two year,Credit card (automatic),No,Yes,No internet service,No internet service,1514.54,0
CUST-0307,31,Female,Chicago,38,66.2,One year,Credit card (automatic),No,No internet service,No internet service,Yes,2593.34,0
CUST-0308,67,Female,Phoenix,72,99.21,Month-to-month,Bank transfer (automatic),Yes,No,No internet service,Yes,7199.5,0
CUST-0309,33,Male,New York,59,92.51,Month-to-month,Bank transfer (automatic),No,No,Yes,No internet service,5549.14,0
CUST-0310,36,Female,Phoenix,13,109.01,Month-to-month,Mailed check,No,No internet service,No,No internet service,1425.48,1
CUST-0311,27,Female,Chicago,7,99.71,Two year,Mailed check,No internet service,No,No,No,694.82,0
CUST-0312,19,Female,Phoenix,64,48.09,Month-to-month,Mailed check,No,No,No internet service,Yes,3068.81,0
CUST-0313,29,Female,Houston,52,23.63,Month-to-month,Credit card (automatic),Yes,No internet service,Yes,No internet service,1278.7,0
CUST-0314,37,Female,Los Angeles,70,111.04,Month-to-month,Mailed check,Yes,Yes,Yes,No internet service,7857.77,0
CUST-0315,52,Male,Phoenix,70,80.55,Two year,Mailed check,Yes,No,Yes,Yes,5630.04,0
CUST-0316,71,Male,Phoenix,71,98.4,Month-to-month,Electronic check,No internet service,No internet service,No,No internet service,6968.11,0
CUST-0317,68,Male,Houston,67,91.5,One year,Electronic check,No internet service,Yes,No,Yes,6147.46,0
CUST-0318,50,Male,Los Angeles,1,89.4,Month-to-month,Electronic check,No,No,No internet service,Yes,95.18,0
CUST-0319,59,Female,Chicago,59,108.28,Month-to-month,Mailed check,No,No,No,Yes,6405.21,0
CUST-0320,18,Female,New York,58,29.92,Month-to-month,Credit card (automatic),No,Yes,Yes,No internet service,1800.46,0
CUST-0321,62,Female,Phoenix,58,34.99,Two year,Mailed check,No,No,No,No,1986.74,0
CUST-0322,27,Male,Los Angeles,10,46.33,One year,Mailed check,No,No,No internet service,Yes,402.36,0
CUST-0323,28,Female,Los Angeles,56,87.36,Month-to-month,Credit card (automatic),No internet service,No internet service,Yes,No,4965.89,0
CUST-0324,68,Female,Houston,51,98.88,Month-to-month,Electronic check,No,No,No,No internet service,5142.83,0
CUST-0325,67,Male,Chicago,44,116.81,Two year,Electronic check,No internet service,No,No,Yes,5155.46,0
CUST-0326,41,Male,New York,24,84.43,Month-to-month,Electronic check,No,No,Yes,No internet service,2010.05,1
CUST-0327,33,Male,Chicago,47,85.14,Month-to-month,Credit card (automatic),No internet service,No internet service,Yes,Yes,3992.62,0
CUST-0328,18,Female,Houston,39,81.46,Month-to-month,Electronic check,No,No internet service,Yes,Yes,3281.17,0
CUST-0329,34,Female,New York,67,115.45,Two year,Electronic check,No internet service,Yes,Yes,No,7693.97,0
CUST-0330,37,Female,Los Angeles,47,43.57,One year,Mailed check,No internet service,No,Yes,Yes,2044.95,0
CUST-0331,59,Female,New York,34,113.04,Month-to-month,Mailed check,No internet service,Yes,No,Yes,3808.18,0
CUST-0332,50,Male,New York,21,33.0,Month-to-month,Mailed check,No,Yes,Yes,No internet service,698.91,0
CUST-0333,45,Male,Houston,42,101.99,Two year,Electronic check,No,No,No,Yes,4315.06,1
CUST-0334,66,Female,New York,54,67.36,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No internet service,3672.35,1
CUST-0335,78,Male,Chicago,26,89.85,Month-to-month,Electronic check,Yes,Yes,No,No internet service,2351.68,0
CUST-0336,71,Male,Phoenix,48,49.57,Month-to-month,Credit card (automatic),No internet service,Yes,No internet service,No internet service,2308.28,0
CUST-0337,68,Male,Houston,46,99.61,One year,Mailed check,No,No,No internet service,Yes,4606.41,0
CUST-0338,22,Male,New York,5,87.54,Month-to-month,Bank transfer (automatic),No,No,No,Yes,456.62,0
CUST-0339,73,Female,Houston,29,90.22,Month-to-month,Credit card (automatic),No internet service,Yes,Yes,No,2617.51,0
CUST-0340,38,Female,Los Angeles,51,87.35,Two year,Electronic check,No,Yes,Yes,No internet service,4371.73,0
CUST-0341,25,Male,New York,54,94.94,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Yes,5134.88,0
CUST-0342,74,Male,Phoenix,32,75.15,Month-to-month,Electronic check,No,No internet service,No internet service,No,2413.52,1
CUST-0343,78,Female,Chicago,57,82.11,Month-to-month,Credit card (automatic),No,No,Yes,Yes,4642.79,0
CUST-0344,57,Female,Phoenix,45,115.15,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No,5178.06,0
CUST-0345,43,Female,Houston,48,44.82,One year,Credit card (automatic),No internet service,Yes,No,No internet service,2148.35,0
CUST-0346,59,Female,Houston,46,46.66,Two year,Credit card (automatic),No internet service,Yes,Yes,No,2099.27,0
CUST-0347,30,Male,New York,45,48.38,Two year,Mailed check,Yes,No internet service,No internet service,No,2247.82,0
CUST-0348,72,Female,Chicago,21,46.9,Month-to-month,Mailed check,No,No,Yes,No,1043.8,0
CUST-0349,45,Female,Phoenix,20,28.24,Month-to-month,Electronic check,No internet service,No,Yes,Yes,556.06,0
CUST-0350,42,Male,Phoenix,3,119.44,One year,Bank transfer (automatic),No,No internet service,Yes,Yes,351.32,1
CUST-0351,29,Male,Phoenix,34,78.47,Month-to-month,Electronic check,Yes,Yes,No internet service,Yes,2612.2,1
CUST-0352,28,Female,Phoenix,9,72.02,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,679.49,0
CUST-0353,33,Male,Houston,1,105.22,One year,Mailed check,No,Yes,No,Yes,113.19,0
CUST-0354,33,Female,New York,50,113.39,Month-to-month,Mailed check,No internet service,No,No,No,5732.64,0
CUST-0355,39,Female,Los Angeles,5,58.02,Month-to-month,Mailed check,No,No,No,Yes,296.54,0
CUST-0356,40,Male,Houston,63,49.26,Month-to-month,Bank transfer (automatic),No internet service,No,No internet service,No internet service,3145.59,0
CUST-0357,74,Female,Los Angeles,53,102.68,Month-to-month,Credit card (automatic),No internet service,Yes,No,Yes,5392.69,1
CUST-0358,76,Male,New York,56,75.53,Month-to-month,Credit card (automatic),No internet service,Yes,No internet service,Yes,4152.0,0
CUST-0359,54,Female,Los Angeles,48,36.81,Month-to-month,Mailed check,No internet service,No,No internet service,Yes,1773.72,0
CUST-0360,41,Male,Phoenix,58,102.14,Month-to-month,Electronic check,No,Yes,No,No internet service,5837.19,0
CUST-0361,71,Female,New York,8,66.88,Month-to-month,Electronic check,No internet service,No,No internet service,Yes,541.42,1
CUST-0362,27,Female,Los Angeles,27,94.9,Month-to-month,Electronic check,No internet service,Yes,No internet service,Yes,2534.19,0
CUST-0363,52,Male,Phoenix,10,20.26,Month-to-month,Mailed check,No,No,No internet service,Yes,207.47,0
CUST-0364,77,Male,New York,50,90.63,Two year,Bank transfer (automatic),No,No internet service,No internet service,No,4496.25,0
CUST-0365,43,Female,Los Angeles,12,39.2,Month-to-month,Credit card (automatic),Yes,No,No internet service,Yes,530.81,0
CUST-0366,74,Male,Phoenix,46,52.61,Month-to-month,Electronic check,No,No,No internet service,Yes,2389.14,0
CUST-0367,59,Female,New York,37,37.27,Month-to-month,Electronic check,Yes,Yes,Yes,No,1312.98,0
CUST-0368,27,Male,Phoenix,31,54.07,Month-to-month,Electronic check,Yes,No internet service,No internet service,Yes,1700.01,1
CUST-0369,52,Male,Phoenix,40,119.19,Month-to-month,Electronic check,No internet service,Yes,No internet service,Yes,4752.54,0
CUST-0370,21,Male,New York,54,77.0,One year,Mailed check,Yes,Yes,No internet service,No,4088.66,0
CUST-0371,36,Female,Chicago,17,95.58,Month-to-month,Credit card (automatic),No,Yes,No,No internet service,1625.96,0
CUST-0372,70,Male,Chicago,56,20.22,Month-to-month,Bank transfer (automatic),Yes,No,Yes,Yes,1214.31,0
CUST-0373,53,Female,Los Angeles,57,106.66,One year,Mailed check,No,No internet service,No,No internet service,6087.32,0
CUST-0374,43,Female,Chicago,66,61.44,Two year,Bank transfer (automatic),Yes,No internet service,No internet service,No,4083.56,0
CUST-0375,42,Male,Houston,45,42.78,Two year,Credit card (automatic),No,No,No internet service,No,1928.63,0
CUST-0376,50,Female,Chicago,22,55.06,One year,Bank transfer (automatic),Yes,No,No,No internet service,1267.44,0
CUST-0377,54,Female,Phoenix,28,87.69,Month-to-month,Credit card (automatic),No internet service,Yes,Yes,No internet service,2479.74,0
CUST-0378,28,Female,Chicago,21,69.74,One year,Mailed check,No internet service,No,No,No,1523.43,0
CUST-0379,63,Male,Los Angeles,33,96.61,One year,Electronic check,Yes,No internet service,No,No,3162.68,0
CUST-0380,58,Female,Chicago,57,82.68,Month-to-month,Electronic check,No internet service,Yes,Yes,Yes,4748.53,0
CUST-0381,24,Male,Los Angeles,3,33.5,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,137.91,0
CUST-0382,70,Female,Phoenix,59,73.88,Two year,Credit card (automatic),Yes,Yes,Yes,Yes,4324.15,0
CUST-0383,47,Male,New York,38,105.11,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No internet service,3891.28,0
CUST-0384,19,Female,Houston,49,105.32,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,5266.57,1
CUST-0385,76,Female,Houston,29,23.52,Two year,Mailed check,No,No,No internet service,No internet service,736.49,0
CUST-0386,20,Female,New York,65,106.68,One year,Credit card (automatic),No internet service,No internet service,Yes,No,6918.21,0
CUST-0387,64,Male,Houston,45,113.54,Month-to-month,Mailed check,No internet service,No internet service,Yes,No,5126.16,0
CUST-0388,38,Female,Houston,9,31.77,Month-to-month,Credit card (automatic),No internet service,No internet service,Yes,Yes,282.88,1
CUST-0389,64,Female,Houston,69,55.39,One year,Credit card (automatic),No internet service,Yes,Yes,No internet service,3823.15,0
CUST-0390,62,Male,New York,31,93.71,Month-to-month,Bank transfer (automatic),No,No,No internet service,No,2846.66,0
CUST-0391,35,Male,Phoenix,68,36.54,Month-to-month,Credit card (automatic),No,No internet service,No internet service,No internet service,2463.7,0
CUST-0392,39,Male,Los Angeles,37,44.92,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,1606.61,0
CUST-0393,27,Female,New York,40,101.41,Two year,Mailed check,No,Yes,Yes,Yes,4037.97,0
CUST-0394,79,Male,Houston,72,76.36,Month-to-month,Credit card (automatic),Yes,No,No internet service,No,5564.61,0
CUST-0395,53,Male,Phoenix,22,62.64,One year,Bank transfer (automatic),No,Yes,No,No,1382.59,0
CUST-0396,51,Male,Houston,56,30.53,One year,Electronic check,No,No internet service,Yes,Yes,1710.84,0
CUST-0397,75,Male,New York,57,40.95,Two year,Mailed check,Yes,No internet service,No,Yes,2317.26,0
CUST-0398,19,Male,Houston,10,105.29,Month-to-month,Bank transfer (automatic),No internet service,No,No,Yes,1036.41,0
CUST-0399,34,Male,Phoenix,23,86.51,One year,Electronic check,No,No,No,No internet service,1999.62,1
CUST-0400,56,Female,New York,71,61.83,Two year,Bank transfer (automatic),No,Yes,Yes,No,4380.73,0
CUST-0401,45,Male,New York,55,66.56,Month-to-month,Bank transfer (automatic),No internet service,Yes,No,Yes,3624.93,0
CUST-0402,24,Male,Chicago,51,53.24,Month-to-month,Mailed check,No internet service,Yes,No internet service,No,2677.03,0
CUST-0403,30,Male,Houston,2,81.24,Month-to-month,Mailed check,Yes,Yes,No,No,181.23,1
CUST-0404,70,Female,New York,72,116.46,Month-to-month,Electronic check,No,No internet service,No internet service,No,8347.14,0
CUST-0405,46,Male,Los Angeles,55,52.16,Month-to-month,Credit card (automatic),No,Yes,Yes,No internet service,2931.29,0
CUST-0406,44,Male,Houston,33,44.92,Month-to-month,Mailed check,Yes,No internet service,No,Yes,1497.31,1
CUST-0407,22,Male,Phoenix,9,114.12,One year,Credit card (automatic),No internet service,No internet service,No internet service,Yes,1107.48,0
CUST-0408,47,Female,Chicago,67,39.03,Month-to-month,Credit card (automatic),Yes,No,No,Yes,2610.0,0
CUST-0409,67,Female,Houston,43,48.76,Month-to-month,Credit card (automatic),No,Yes,No,No internet service,2143.71,1
CUST-0410,55,Female,New York,72,38.52,Month-to-month,Electronic check,No internet service,No,Yes,No internet service,2749.04,0
CUST-0411,34,Male,Houston,42,23.93,Month-to-month,Credit card (automatic),No,Yes,No,No internet service,1100.32,1
CUST-0412,28,Male,New York,46,20.13,Month-to-month,Bank transfer (automatic),No,No,No,No,919.1,0
CUST-0413,78,Male,New York,42,77.51,Month-to-month,Mailed check,No internet service,Yes,No internet service,No,3289.18,0
CUST-0414,19,Female,Phoenix,28,74.54,Month-to-month,Credit card (automatic),Yes,No internet service,Yes,No,2013.16,0
CUST-0415,74,Male,Phoenix,64,94.65,Month-to-month,Bank transfer (automatic),No internet service,No,Yes,No,6082.18,0
CUST-0416,73,Female,Phoenix,31,81.49,Month-to-month,Credit card (automatic),No,No internet service,No,Yes,2524.16,0
CUST-0417,48,Female,Houston,1,80.82,Month-to-month,Mailed check,No,Yes,No,No,128.6,0
CUST-0418,78,Female,Houston,12,28.75,Month-to-month,Credit card (automatic),No internet service,No,Yes,Yes,395.24,1
CUST-0419,59,Female,Phoenix,46,98.67,One year,Electronic check,No internet service,No,No internet service,Yes,4559.84,0
CUST-0420,52,Male,Houston,64,102.29,Month-to-month,Bank transfer (automatic),No,No,No,Yes,6622.74,1
CUST-0421,34,Female,New York,42,70.71,Month-to-month,Electronic check,No,No,No,No internet service,3024.35,0
CUST-0422,65,Female,Chicago,19,93.17,Month-to-month,Bank transfer (automatic),No internet service,No,Yes,No internet service,1775.92,1
CUST-0423,60,Female,Chicago,66,94.64,Two year,Mailed check,No,Yes,Yes,No internet service,6178.54,0
CUST-0424,50,Male,Phoenix,62,29.96,Month-to-month,Bank transfer (automatic),No,Yes,No internet service,No internet service,1879.27,0
CUST-0425,62,Female,Houston,9,92.07,Month-to-month,Electronic check,No,No,Yes,No internet service,758.24,1
CUST-0426,37,Female,Chicago,29,108.81,Month-to-month,Mailed check,No,No,No internet service,No,2992.57,0
CUST-0427,33,Male,Houston,59,30.75,Month-to-month,Mailed check,No,Yes,Yes,Yes,1776.99,0
CUST-0428,60,Male,Los Angeles,65,44.94,Two year,Electronic check,Yes,No,No internet service,Yes,2876.59,0
CUST-0429,49,Female,Los Angeles,43,51.91,Two year,Credit card (automatic),No internet service,Yes,No,No,2210.85,0
CUST-0430,31,Female,New York,9,73.39,One year,Mailed check,No,Yes,No,No internet service,616.11,0
CUST-0431,67,Female,Houston,53,87.97,One year,Electronic check,No internet service,No,No,No,4687.03,0
CUST-0432,66,Female,Los Angeles,55,97.51,Month-to-month,Credit card (automatic),No,No internet service,No,No,5353.39,1
CUST-0433,67,Female,New York,35,50.14,Month-to-month,Mailed check,No internet service,Yes,No internet service,Yes,1731.11,0
CUST-0434,50,Male,New York,43,116.3,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Yes,5062.57,0
CUST-0435,36,Male,New York,13,98.59,Month-to-month,Mailed check,No,Yes,No,No internet service,1353.37,0
CUST-0436,53,Male,Houston,10,109.25,Month-to-month,Electronic check,No internet service,No,Yes,No internet service,1108.01,1
CUST-0437,38,Male,Los Angeles,18,60.35,Month-to-month,Bank transfer (automatic),No,Yes,No internet service,No internet service,1107.47,0
CUST-0438,55,Male,New York,37,65.56,One year,Mailed check,No,Yes,No internet service,Yes,2451.66,0
CUST-0439,29,Female,Phoenix,36,53.71,One year,Electronic check,No,No,Yes,Yes,1976.58,0
CUST-0440,31,Male,Chicago,7,97.83,Month-to-month,Electronic check,No,Yes,No,No internet service,762.1,0
CUST-0441,57,Male,Los Angeles,61,110.18,One year,Electronic check,Yes,No internet service,Yes,No,6649.75,0
CUST-0442,25,Male,Phoenix,12,41.38,Month-to-month,Bank transfer (automatic),Yes,No,No internet service,Yes,507.91,1
CUST-0443,27,Male,Phoenix,30,82.54,Month-to-month,Credit card (automatic),No internet service,Yes,No internet service,No internet service,2463.78,0
CUST-0444,48,Female,Houston,64,101.31,Two year,Credit card (automatic),No,No,Yes,No internet service,6517.21,1
CUST-0445,58,Female,Phoenix,68,51.91,Two year,Electronic check,No internet service,No,Yes,Yes,3587.11,0
CUST-0446,23,Female,Phoenix,49,22.43,Month-to-month,Electronic check,No internet service,No internet service,Yes,Yes,1086.51,0
CUST-0447,20,Male,Chicago,17,115.03,Month-to-month,Credit card (automatic),Yes,No internet service,No internet service,No internet service,2065.21,0
CUST-0448,78,Female,Phoenix,6,31.23,Two year,Mailed check,No internet service,No,No,No,133.06,0
CUST-0449,18,Female,New York,14,66.17,One year,Electronic check,No,Yes,No internet service,Yes,1040.09,0
CUST-0450,45,Male,Phoenix,7,61.66,One year,Credit card (automatic),Yes,No internet service,No,Yes,396.78,0
CUST-0451,68,Female,Houston,37,46.16,Month-to-month,Bank transfer (automatic),No,No internet service,No internet service,No,1686.8,1
CUST-0452,18,Female,Chicago,45,46.56,Month-to-month,Bank transfer (automatic),No internet service,No,No,Yes,2081.39,0
CUST-0453,35,Male,Phoenix,45,26.3,Two year,Mailed check,Yes,No internet service,Yes,No,1215.21,0
CUST-0454,42,Female,Houston,34,34.97,Month-to-month,Credit card (automatic),Yes,Yes,No,No,1177.41,0
CUST-0455,79,Female,New York,65,113.49,One year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,7292.71,0
CUST-0456,63,Male,Phoenix,42,45.01,Month-to-month,Electronic check,Yes,Yes,Yes,No internet service,1900.08,0
CUST-0457,42,Male,New York,40,64.97,One year,Electronic check,Yes,No internet service,Yes,Yes,2512.86,1
CUST-0458,32,Male,Chicago,67,30.22,Month-to-month,Credit card (automatic),No,Yes,No internet service,No internet service,1958.83,0
CUST-0459,68,Male,Chicago,59,39.46,Month-to-month,Mailed check,Yes,Yes,No,Yes,2323.1,1
CUST-0460,26,Female,New York,27,119.22,Month-to-month,Mailed check,No,No,No,Yes,3241.36,0
CUST-0461,54,Male,Chicago,1,116.53,Month-to-month,Electronic check,No internet service,Yes,No internet service,No internet service,81.4,0
CUST-0462,59,Male,Los Angeles,67,83.82,One year,Credit card (automatic),No,No,Yes,Yes,5605.13,0
CUST-0463,64,Female,Phoenix,42,83.23,One year,Bank transfer (automatic),No,Yes,No,Yes,3429.02,0
CUST-0464,24,Female,Los Angeles,70,95.3,Two year,Mailed check,Yes,No internet service,Yes,No internet service,6680.07,0
CUST-0465,29,Male,Los Angeles,16,91.19,Month-to-month,Credit card (automatic),Yes,No,Yes,No,1453.73,0
CUST-0466,77,Male,Los Angeles,9,23.91,Month-to-month,Bank transfer (automatic),No,No internet service,No internet service,Yes,221.56,0
CUST-0467,53,Female,New York,6,83.14,Month-to-month,Credit card (automatic),No,No internet service,No internet service,Yes,510.51,0
CUST-0468,43,Female,Houston,49,111.84,Two year,Mailed check,Yes,Yes,No internet service,Yes,5448.31,0
CUST-0469,63,Female,New York,51,31.82,One year,Electronic check,No,No,No internet service,No internet service,1465.9,0
CUST-0470,50,Female,Phoenix,5,100.81,One year,Electronic check,No,Yes,Yes,No internet service,613.61,0
CUST-0471,71,Male,New York,36,76.77,Month-to-month,Mailed check,No,No,No internet service,Yes,2736.3,1
CUST-0472,49,Female,New York,29,46.35,Month-to-month,Mailed check,No,Yes,Yes,No internet service,1373.45,0
CUST-0473,35,Female,Los Angeles,35,31.03,One year,Electronic check,No internet service,Yes,No,No,1104.52,0
CUST-0474,78,Male,Phoenix,5,84.12,One year,Electronic check,Yes,Yes,Yes,Yes,479.58,0
CUST-0475,30,Male,New York,7,104.89,Month-to-month,Bank transfer (automatic),No internet service,No,No internet service,Yes,598.59,1
CUST-0476,47,Male,New York,56,103.18,One year,Electronic check,No,Yes,No,Yes,5834.29,0
CUST-0477,74,Female,Los Angeles,64,101.9,Month-to-month,Electronic check,No,No,Yes,Yes,6562.71,0
CUST-0478,32,Female,Chicago,67,27.19,Two year,Credit card (automatic),No,Yes,No internet service,No internet service,1723.81,0
CUST-0479,65,Male,Phoenix,15,70.44,One year,Electronic check,Yes,No,No internet service,No internet service,1031.28,0
CUST-0480,78,Female,Chicago,13,68.7,Month-to-month,Mailed check,No,Yes,No,Yes,842.83,0
CUST-0481,77,Male,Los Angeles,48,37.45,One year,Bank transfer (automatic),Yes,No internet service,No internet service,Yes,1846.36,0
